city,target_datetime,date,time,tier,target,source,value,p10,p90,forecast_taken,hours_ahead,error
Cardiff,2026-05-30 17:00:00,2026-05-30,17:00:00,Source-Hourly,WindSpeed,MetOffice,9.30200865765381,,,2026-05-28 19:00:00,46.0,
Cardiff,2026-05-30 18:00:00,2026-05-30,18:00:00,Source-Hourly,WindSpeed,MetOffice,9.800905205566407,,,2026-05-28 19:00:00,47.0,
Cardiff,2026-05-28 19:00:00,2026-05-28,19:00:00,Source-Hourly,WindSpeed,OpenMeteo-ECMWF,15.699999809265137,,,2026-05-28 19:00:00,0.0,
Cardiff,2026-05-28 20:00:00,2026-05-28,20:00:00,Source-Hourly,WindSpeed,OpenMeteo-ECMWF,15.600000381469727,,,2026-05-28 19:00:00,1.0,
Cardiff,2026-05-28 21:00:00,2026-05-28,21:00:00,Source-Hourly,WindSpeed,OpenMeteo-ECMWF,15.300000190734863,,,2026-05-28 19:00:00,2.0,
Cardiff,2026-05-28 22:00:00,2026-05-28,22:00:00,Source-Hourly,WindSpeed,OpenMeteo-ECMWF,15.0,,,2026-05-28 19:00:00,3.0,
Cardiff,2026-05-28 23:00:00,2026-05-28,23:00:00,Source-Hourly,WindSpeed,OpenMeteo-ECMWF,13.300000190734863,,,2026-05-28 19:00:00,4.0,
Cardiff,2026-05-29 00:00:00,2026-05-29,00:00:00,Source-Hourly,WindSpeed,OpenMeteo-ECMWF,13.800000190734863,,,2026-05-28 19:00:00,5.0,
Cardiff,2026-05-29 01:00:00,2026-05-29,01:00:00,Source-Hourly,WindSpeed,OpenMeteo-ECMWF,17.600000381469727,,,2026-05-28 19:00:00,6.0,
Cardiff,2026-05-29 02:00:00,2026-05-29,02:00:00,Source-Hourly,WindSpeed,OpenMeteo-ECMWF,15.699999809265137,,,2026-05-28 19:00:00,7.0,
Cardiff,2026-05-29 03:00:00,2026-05-29,03:00:00,Source-Hourly,WindSpeed,OpenMeteo-ECMWF,12.600000381469727,,,2026-05-28 19:00:00,8.0,
Cardiff,2026-05-29 04:00:00,2026-05-29,04:00:00,Source-Hourly,WindSpeed,OpenMeteo-ECMWF,12.399999618530273,,,2026-05-28 19:00:00,9.0,
Cardiff,2026-05-29 05:00:00,2026-05-29,05:00:00,Source-Hourly,WindSpeed,OpenMeteo-ECMWF,13.699999809265137,,,2026-05-28 19:00:00,10.0,
Cardiff,2026-05-29 06:00:00,2026-05-29,06:00:00,Source-Hourly,WindSpeed,OpenMeteo-ECMWF,13.699999809265137,,,2026-05-28 19:00:00,11.0,
Cardiff,2026-05-29 07:00:00,2026-05-29,07:00:00,Source-Hourly,WindSpeed,OpenMeteo-ECMWF,10.600000381469727,,,2026-05-28 19:00:00,12.0,
Cardiff,2026-05-29 08:00:00,2026-05-29,08:00:00,Source-Hourly,WindSpeed,OpenMeteo-ECMWF,10.199999809265137,,,2026-05-28 19:00:00,13.0,
Cardiff,2026-05-29 09:00:00,2026-05-29,09:00:00,Source-Hourly,WindSpeed,OpenMeteo-ECMWF,10.800000190734863,,,2026-05-28 19:00:00,14.0,
Cardiff,2026-05-29 10:00:00,2026-05-29,10:00:00,Source-Hourly,WindSpeed,OpenMeteo-ECMWF,11.100000381469727,,,2026-05-28 19:00:00,15.0,
Cardiff,2026-05-29 11:00:00,2026-05-29,11:00:00,Source-Hourly,WindSpeed,OpenMeteo-ECMWF,12.5,,,2026-05-28 19:00:00,16.0,
Cardiff,2026-05-29 12:00:00,2026-05-29,12:00:00,Source-Hourly,WindSpeed,OpenMeteo-ECMWF,12.199999809265137,,,2026-05-28 19:00:00,17.0,
Cardiff,2026-05-29 13:00:00,2026-05-29,13:00:00,Source-Hourly,WindSpeed,OpenMeteo-ECMWF,14.5,,,2026-05-28 19:00:00,18.0,
Cardiff,2026-05-29 14:00:00,2026-05-29,14:00:00,Source-Hourly,WindSpeed,OpenMeteo-ECMWF,15.699999809265137,,,2026-05-28 19:00:00,19.0,
Cardiff,2026-05-29 15:00:00,2026-05-29,15:00:00,Source-Hourly,WindSpeed,OpenMeteo-ECMWF,15.0,,,2026-05-28 19:00:00,20.0,
Cardiff,2026-05-29 16:00:00,2026-05-29,16:00:00,Source-Hourly,WindSpeed,OpenMeteo-ECMWF,15.0,,,2026-05-28 19:00:00,21.0,
Cardiff,2026-05-29 17:00:00,2026-05-29,17:00:00,Source-Hourly,WindSpeed,OpenMeteo-ECMWF,14.399999618530273,,,2026-05-28 19:00:00,22.0,
Cardiff,2026-05-29 18:00:00,2026-05-29,18:00:00,Source-Hourly,WindSpeed,OpenMeteo-ECMWF,13.899999618530273,,,2026-05-28 19:00:00,23.0,
Cardiff,2026-05-29 19:00:00,2026-05-29,19:00:00,Source-Hourly,WindSpeed,OpenMeteo-ECMWF,12.100000381469727,,,2026-05-28 19:00:00,24.0,
Cardiff,2026-05-29 20:00:00,2026-05-29,20:00:00,Source-Hourly,WindSpeed,OpenMeteo-ECMWF,11.399999618530273,,,2026-05-28 19:00:00,25.0,
Cardiff,2026-05-29 21:00:00,2026-05-29,21:00:00,Source-Hourly,WindSpeed,OpenMeteo-ECMWF,9.899999618530273,,,2026-05-28 19:00:00,26.0,
Cardiff,2026-05-29 22:00:00,2026-05-29,22:00:00,Source-Hourly,WindSpeed,OpenMeteo-ECMWF,9.300000190734863,,,2026-05-28 19:00:00,27.0,
Cardiff,2026-05-29 23:00:00,2026-05-29,23:00:00,Source-Hourly,WindSpeed,OpenMeteo-ECMWF,9.100000381469727,,,2026-05-28 19:00:00,28.0,
Cardiff,2026-05-28 19:00:00,2026-05-28,19:00:00,Source-Hourly,WindSpeed,OpenMeteo-GFSHRRR,20.899999618530273,,,2026-05-28 19:00:00,0.0,
Cardiff,2026-05-28 20:00:00,2026-05-28,20:00:00,Source-Hourly,WindSpeed,OpenMeteo-GFSHRRR,20.899999618530273,,,2026-05-28 19:00:00,1.0,
Cardiff,2026-05-28 21:00:00,2026-05-28,21:00:00,Source-Hourly,WindSpeed,OpenMeteo-GFSHRRR,18.700000762939453,,,2026-05-28 19:00:00,2.0,
Cardiff,2026-05-28 22:00:00,2026-05-28,22:00:00,Source-Hourly,WindSpeed,OpenMeteo-GFSHRRR,15.800000190734863,,,2026-05-28 19:00:00,3.0,
Cardiff,2026-05-28 23:00:00,2026-05-28,23:00:00,Source-Hourly,WindSpeed,OpenMeteo-GFSHRRR,11.899999618530273,,,2026-05-28 19:00:00,4.0,
Cardiff,2026-05-29 00:00:00,2026-05-29,00:00:00,Source-Hourly,WindSpeed,OpenMeteo-GFSHRRR,10.800000190734863,,,2026-05-28 19:00:00,5.0,
Cardiff,2026-05-29 01:00:00,2026-05-29,01:00:00,Source-Hourly,WindSpeed,OpenMeteo-GFSHRRR,10.100000381469727,,,2026-05-28 19:00:00,6.0,
Cardiff,2026-05-29 02:00:00,2026-05-29,02:00:00,Source-Hourly,WindSpeed,OpenMeteo-GFSHRRR,9.100000381469727,,,2026-05-28 19:00:00,7.0,
Cardiff,2026-05-29 03:00:00,2026-05-29,03:00:00,Source-Hourly,WindSpeed,OpenMeteo-GFSHRRR,11.199999809265137,,,2026-05-28 19:00:00,8.0,
Cardiff,2026-05-29 04:00:00,2026-05-29,04:00:00,Source-Hourly,WindSpeed,OpenMeteo-GFSHRRR,9.699999809265137,,,2026-05-28 19:00:00,9.0,
Cardiff,2026-05-29 05:00:00,2026-05-29,05:00:00,Source-Hourly,WindSpeed,OpenMeteo-GFSHRRR,8.5,,,2026-05-28 19:00:00,10.0,
Cardiff,2026-05-29 06:00:00,2026-05-29,06:00:00,Source-Hourly,WindSpeed,OpenMeteo-GFSHRRR,8.0,,,2026-05-28 19:00:00,11.0,
Cardiff,2026-05-29 07:00:00,2026-05-29,07:00:00,Source-Hourly,WindSpeed,OpenMeteo-GFSHRRR,11.5,,,2026-05-28 19:00:00,12.0,
Cardiff,2026-05-29 08:00:00,2026-05-29,08:00:00,Source-Hourly,WindSpeed,OpenMeteo-GFSHRRR,13.800000190734863,,,2026-05-28 19:00:00,13.0,
Cardiff,2026-05-29 09:00:00,2026-05-29,09:00:00,Source-Hourly,WindSpeed,OpenMeteo-GFSHRRR,17.0,,,2026-05-28 19:00:00,14.0,
Cardiff,2026-05-29 10:00:00,2026-05-29,10:00:00,Source-Hourly,WindSpeed,OpenMeteo-GFSHRRR,16.5,,,2026-05-28 19:00:00,15.0,
Cardiff,2026-05-29 11:00:00,2026-05-29,11:00:00,Source-Hourly,WindSpeed,OpenMeteo-GFSHRRR,18.5,,,2026-05-28 19:00:00,16.0,
Cardiff,2026-05-29 12:00:00,2026-05-29,12:00:00,Source-Hourly,WindSpeed,OpenMeteo-GFSHRRR,20.5,,,2026-05-28 19:00:00,17.0,
Cardiff,2026-05-29 13:00:00,2026-05-29,13:00:00,Source-Hourly,WindSpeed,OpenMeteo-GFSHRRR,19.299999237060547,,,2026-05-28 19:00:00,18.0,
Cardiff,2026-05-29 14:00:00,2026-05-29,14:00:00,Source-Hourly,WindSpeed,OpenMeteo-GFSHRRR,19.100000381469727,,,2026-05-28 19:00:00,19.0,
Cardiff,2026-05-29 15:00:00,2026-05-29,15:00:00,Source-Hourly,WindSpeed,OpenMeteo-GFSHRRR,19.700000762939453,,,2026-05-28 19:00:00,20.0,
Cardiff,2026-05-29 16:00:00,2026-05-29,16:00:00,Source-Hourly,WindSpeed,OpenMeteo-GFSHRRR,19.799999237060547,,,2026-05-28 19:00:00,21.0,
Cardiff,2026-05-29 17:00:00,2026-05-29,17:00:00,Source-Hourly,WindSpeed,OpenMeteo-GFSHRRR,18.799999237060547,,,2026-05-28 19:00:00,22.0,
Cardiff,2026-05-29 18:00:00,2026-05-29,18:00:00,Source-Hourly,WindSpeed,OpenMeteo-GFSHRRR,15.899999618530273,,,2026-05-28 19:00:00,23.0,
Cardiff,2026-05-29 19:00:00,2026-05-29,19:00:00,Source-Hourly,WindSpeed,OpenMeteo-GFSHRRR,12.399999618530273,,,2026-05-28 19:00:00,24.0,
Cardiff,2026-05-29 20:00:00,2026-05-29,20:00:00,Source-Hourly,WindSpeed,OpenMeteo-GFSHRRR,12.699999809265137,,,2026-05-28 19:00:00,25.0,
Cardiff,2026-05-29 21:00:00,2026-05-29,21:00:00,Source-Hourly,WindSpeed,OpenMeteo-GFSHRRR,12.600000381469727,,,2026-05-28 19:00:00,26.0,
Cardiff,2026-05-29 22:00:00,2026-05-29,22:00:00,Source-Hourly,WindSpeed,OpenMeteo-GFSHRRR,10.800000190734863,,,2026-05-28 19:00:00,27.0,
Cardiff,2026-05-29 23:00:00,2026-05-29,23:00:00,Source-Hourly,WindSpeed,OpenMeteo-GFSHRRR,11.600000381469727,,,2026-05-28 19:00:00,28.0,
Glasgow,2026-05-28 21:00:00,2026-05-28,21:00:00,Source-Hourly,WindSpeed,AccuWeather,11.100000381469727,,,2026-05-28 19:00:00,2.0,
Glasgow,2026-05-28 22:00:00,2026-05-28,22:00:00,Source-Hourly,WindSpeed,AccuWeather,9.300000190734863,,,2026-05-28 19:00:00,3.0,
Glasgow,2026-05-28 23:00:00,2026-05-28,23:00:00,Source-Hourly,WindSpeed,AccuWeather,9.300000190734863,,,2026-05-28 19:00:00,4.0,
Glasgow,2026-05-29 00:00:00,2026-05-29,00:00:00,Source-Hourly,WindSpeed,AccuWeather,9.300000190734863,,,2026-05-28 19:00:00,5.0,
Glasgow,2026-05-29 01:00:00,2026-05-29,01:00:00,Source-Hourly,WindSpeed,AccuWeather,11.100000381469727,,,2026-05-28 19:00:00,6.0,
Glasgow,2026-05-29 02:00:00,2026-05-29,02:00:00,Source-Hourly,WindSpeed,AccuWeather,11.100000381469727,,,2026-05-28 19:00:00,7.0,
Glasgow,2026-05-29 03:00:00,2026-05-29,03:00:00,Source-Hourly,WindSpeed,AccuWeather,13.0,,,2026-05-28 19:00:00,8.0,
Glasgow,2026-05-29 04:00:00,2026-05-29,04:00:00,Source-Hourly,WindSpeed,AccuWeather,13.0,,,2026-05-28 19:00:00,9.0,
Glasgow,2026-05-29 05:00:00,2026-05-29,05:00:00,Source-Hourly,WindSpeed,AccuWeather,13.0,,,2026-05-28 19:00:00,10.0,
Glasgow,2026-05-29 06:00:00,2026-05-29,06:00:00,Source-Hourly,WindSpeed,AccuWeather,13.0,,,2026-05-28 19:00:00,11.0,
Glasgow,2026-05-29 07:00:00,2026-05-29,07:00:00,Source-Hourly,WindSpeed,AccuWeather,14.800000190734863,,,2026-05-28 19:00:00,12.0,
Glasgow,2026-05-29 08:00:00,2026-05-29,08:00:00,Source-Hourly,WindSpeed,AccuWeather,16.700000762939453,,,2026-05-28 19:00:00,13.0,
Glasgow,2026-05-28 19:00:00,2026-05-28,19:00:00,Source-Hourly,WindSpeed,MetOffice,8.030626191650391,,,2026-05-28 19:00:00,0.0,
Glasgow,2026-05-28 20:00:00,2026-05-28,20:00:00,Source-Hourly,WindSpeed,MetOffice,7.129393643737793,,,2026-05-28 19:00:00,1.0,
Glasgow,2026-05-28 21:00:00,2026-05-28,21:00:00,Source-Hourly,WindSpeed,MetOffice,7.612197150695802,,,2026-05-28 19:00:00,2.0,
Glasgow,2026-05-28 22:00:00,2026-05-28,22:00:00,Source-Hourly,WindSpeed,MetOffice,7.628290191650391,,,2026-05-28 19:00:00,3.0,
Glasgow,2026-05-28 23:00:00,2026-05-28,23:00:00,Source-Hourly,WindSpeed,MetOffice,8.384682301391603,,,2026-05-28 19:00:00,4.0,
Glasgow,2026-05-29 00:00:00,2026-05-29,00:00:00,Source-Hourly,WindSpeed,MetOffice,10.47682980834961,,,2026-05-28 19:00:00,5.0,
Glasgow,2026-05-29 01:00:00,2026-05-29,01:00:00,Source-Hourly,WindSpeed,MetOffice,9.527316602783204,,,2026-05-28 19:00:00,6.0,
Glasgow,2026-05-29 02:00:00,2026-05-29,02:00:00,Source-Hourly,WindSpeed,MetOffice,10.251521095825195,,,2026-05-28 19:00:00,7.0,
Glasgow,2026-05-29 03:00:00,2026-05-29,03:00:00,Source-Hourly,WindSpeed,MetOffice,9.623877150695801,,,2026-05-28 19:00:00,8.0,
Glasgow,2026-05-29 04:00:00,2026-05-29,04:00:00,Source-Hourly,WindSpeed,MetOffice,9.752624547912598,,,2026-05-28 19:00:00,9.0,
Glasgow,2026-05-29 05:00:00,2026-05-29,05:00:00,Source-Hourly,WindSpeed,MetOffice,9.6882508493042,,,2026-05-28 19:00:00,10.0,
Glasgow,2026-05-29 06:00:00,2026-05-29,06:00:00,Source-Hourly,WindSpeed,MetOffice,11.072286904174806,,,2026-05-28 19:00:00,11.0,
Glasgow,2026-05-29 07:00:00,2026-05-29,07:00:00,Source-Hourly,WindSpeed,MetOffice,12.327574794433595,,,2026-05-28 19:00:00,12.0,
Glasgow,2026-05-29 08:00:00,2026-05-29,08:00:00,Source-Hourly,WindSpeed,MetOffice,12.053986191650392,,,2026-05-28 19:00:00,13.0,
Glasgow,2026-05-29 09:00:00,2026-05-29,09:00:00,Source-Hourly,WindSpeed,MetOffice,12.874752,,,2026-05-28 19:00:00,14.0,
Glasgow,2026-05-29 10:00:00,2026-05-29,10:00:00,Source-Hourly,WindSpeed,MetOffice,13.003499397216798,,,2026-05-28 19:00:00,15.0,
Glasgow,2026-05-29 11:00:00,2026-05-29,11:00:00,Source-Hourly,WindSpeed,MetOffice,13.067873095825195,,,2026-05-28 19:00:00,16.0,
Glasgow,2026-05-29 12:00:00,2026-05-29,12:00:00,Source-Hourly,WindSpeed,MetOffice,12.729910794433595,,,2026-05-28 19:00:00,17.0,
Glasgow,2026-05-29 13:00:00,2026-05-29,13:00:00,Source-Hourly,WindSpeed,MetOffice,12.021799342346192,,,2026-05-28 19:00:00,18.0,
Glasgow,2026-05-29 14:00:00,2026-05-29,14:00:00,Source-Hourly,WindSpeed,MetOffice,11.619463342346192,,,2026-05-28 19:00:00,19.0,
Glasgow,2026-05-29 15:00:00,2026-05-29,15:00:00,Source-Hourly,WindSpeed,MetOffice,11.635557150695801,,,2026-05-28 19:00:00,20.0,
Glasgow,2026-05-29 16:00:00,2026-05-29,16:00:00,Source-Hourly,WindSpeed,MetOffice,11.426342246520997,,,2026-05-28 19:00:00,21.0,
Glasgow,2026-05-29 17:00:00,2026-05-29,17:00:00,Source-Hourly,WindSpeed,MetOffice,10.10668065765381,,,2026-05-28 19:00:00,22.0,
Glasgow,2026-05-29 18:00:00,2026-05-29,18:00:00,Source-Hourly,WindSpeed,MetOffice,9.511222794433595,,,2026-05-28 19:00:00,23.0,
Glasgow,2026-05-29 19:00:00,2026-05-29,19:00:00,Source-Hourly,WindSpeed,MetOffice,9.495129753479004,,,2026-05-28 19:00:00,24.0,
Glasgow,2026-05-29 20:00:00,2026-05-29,20:00:00,Source-Hourly,WindSpeed,MetOffice,7.805318246520996,,,2026-05-28 19:00:00,25.0,
Glasgow,2026-05-29 21:00:00,2026-05-29,21:00:00,Source-Hourly,WindSpeed,MetOffice,5.552236876739502,,,2026-05-28 19:00:00,26.0,
Glasgow,2026-05-29 22:00:00,2026-05-29,22:00:00,Source-Hourly,WindSpeed,MetOffice,4.0394534246521,,,2026-05-28 19:00:00,27.0,
Glasgow,2026-05-29 23:00:00,2026-05-29,23:00:00,Source-Hourly,WindSpeed,MetOffice,2.993379863021851,,,2026-05-28 19:00:00,28.0,
Glasgow,2026-05-30 00:00:00,2026-05-30,00:00:00,Source-Hourly,WindSpeed,MetOffice,3.0577535616302494,,,2026-05-28 19:00:00,29.0,
Glasgow,2026-05-30 01:00:00,2026-05-30,01:00:00,Source-Hourly,WindSpeed,MetOffice,2.7197914520874025,,,2026-05-28 19:00:00,30.0,
Glasgow,2026-05-30 02:00:00,2026-05-30,02:00:00,Source-Hourly,WindSpeed,MetOffice,2.1243341644134524,,,2026-05-28 19:00:00,31.0,
Glasgow,2026-05-30 03:00:00,2026-05-30,03:00:00,Source-Hourly,WindSpeed,MetOffice,2.2530815616302493,,,2026-05-28 19:00:00,32.0,
Glasgow,2026-05-30 04:00:00,2026-05-30,04:00:00,Source-Hourly,WindSpeed,MetOffice,1.7059045479125978,,,2026-05-28 19:00:00,33.0,
Glasgow,2026-05-30 05:00:00,2026-05-30,05:00:00,Source-Hourly,WindSpeed,MetOffice,1.512783356163025,,,2026-05-28 19:00:00,34.0,
Glasgow,2026-05-30 06:00:00,2026-05-30,06:00:00,Source-Hourly,WindSpeed,MetOffice,1.3196620684890747,,,2026-05-28 19:00:00,35.0,
Glasgow,2026-05-30 07:00:00,2026-05-30,07:00:00,Source-Hourly,WindSpeed,MetOffice,2.108240547912598,,,2026-05-28 19:00:00,36.0,
Glasgow,2026-05-30 08:00:00,2026-05-30,08:00:00,Source-Hourly,WindSpeed,MetOffice,3.427902904174805,,,2026-05-28 19:00:00,37.0,
Glasgow,2026-05-30 09:00:00,2026-05-30,09:00:00,Source-Hourly,WindSpeed,MetOffice,4.554443397216797,,,2026-05-28 19:00:00,38.0,
Glasgow,2026-05-30 10:00:00,2026-05-30,10:00:00,Source-Hourly,WindSpeed,MetOffice,5.3430219725646975,,,2026-05-28 19:00:00,39.0,
Glasgow,2026-05-30 11:00:00,2026-05-30,11:00:00,Source-Hourly,WindSpeed,MetOffice,5.632704,,,2026-05-28 19:00:00,40.0,
Glasgow,2026-05-30 12:00:00,2026-05-30,12:00:00,Source-Hourly,WindSpeed,MetOffice,5.890199178131104,,,2026-05-28 19:00:00,41.0,
Glasgow,2026-05-30 13:00:00,2026-05-30,13:00:00,Source-Hourly,WindSpeed,MetOffice,6.0511334246521,,,2026-05-28 19:00:00,42.0,
Glasgow,2026-05-30 14:00:00,2026-05-30,14:00:00,Source-Hourly,WindSpeed,MetOffice,6.356908876739502,,,2026-05-28 19:00:00,43.0,
Glasgow,2026-05-30 15:00:00,2026-05-30,15:00:00,Source-Hourly,WindSpeed,MetOffice,6.791431342346192,,,2026-05-28 19:00:00,44.0,
Glasgow,2026-05-30 16:00:00,2026-05-30,16:00:00,Source-Hourly,WindSpeed,MetOffice,6.356908876739502,,,2026-05-28 19:00:00,45.0,
Glasgow,2026-05-30 17:00:00,2026-05-30,17:00:00,Source-Hourly,WindSpeed,MetOffice,6.550030356262208,,,2026-05-28 19:00:00,46.0,
Glasgow,2026-05-30 18:00:00,2026-05-30,18:00:00,Source-Hourly,WindSpeed,MetOffice,6.823618191650391,,,2026-05-28 19:00:00,47.0,
Glasgow,2026-05-28 19:00:00,2026-05-28,19:00:00,Source-Hourly,WindSpeed,OpenMeteo-ECMWF,11.399999618530273,,,2026-05-28 19:00:00,0.0,
Glasgow,2026-05-28 20:00:00,2026-05-28,20:00:00,Source-Hourly,WindSpeed,OpenMeteo-ECMWF,15.300000190734863,,,2026-05-28 19:00:00,1.0,
Glasgow,2026-05-28 21:00:00,2026-05-28,21:00:00,Source-Hourly,WindSpeed,OpenMeteo-ECMWF,14.600000381469727,,,2026-05-28 19:00:00,2.0,
Glasgow,2026-05-28 22:00:00,2026-05-28,22:00:00,Source-Hourly,WindSpeed,OpenMeteo-ECMWF,15.300000190734863,,,2026-05-28 19:00:00,3.0,
Glasgow,2026-05-28 23:00:00,2026-05-28,23:00:00,Source-Hourly,WindSpeed,OpenMeteo-ECMWF,15.5,,,2026-05-28 19:00:00,4.0,
Glasgow,2026-05-29 00:00:00,2026-05-29,00:00:00,Source-Hourly,WindSpeed,OpenMeteo-ECMWF,18.899999618530273,,,2026-05-28 19:00:00,5.0,
Glasgow,2026-05-29 01:00:00,2026-05-29,01:00:00,Source-Hourly,WindSpeed,OpenMeteo-ECMWF,19.399999618530273,,,2026-05-28 19:00:00,6.0,
Glasgow,2026-05-29 02:00:00,2026-05-29,02:00:00,Source-Hourly,WindSpeed,OpenMeteo-ECMWF,18.0,,,2026-05-28 19:00:00,7.0,
Glasgow,2026-05-29 03:00:00,2026-05-29,03:00:00,Source-Hourly,WindSpeed,OpenMeteo-ECMWF,18.200000762939453,,,2026-05-28 19:00:00,8.0,
Glasgow,2026-05-29 04:00:00,2026-05-29,04:00:00,Source-Hourly,WindSpeed,OpenMeteo-ECMWF,18.899999618530273,,,2026-05-28 19:00:00,9.0,
Glasgow,2026-05-29 05:00:00,2026-05-29,05:00:00,Source-Hourly,WindSpeed,OpenMeteo-ECMWF,17.299999237060547,,,2026-05-28 19:00:00,10.0,
Glasgow,2026-05-29 06:00:00,2026-05-29,06:00:00,Source-Hourly,WindSpeed,OpenMeteo-ECMWF,21.100000381469727,,,2026-05-28 19:00:00,11.0,
Glasgow,2026-05-29 07:00:00,2026-05-29,07:00:00,Source-Hourly,WindSpeed,OpenMeteo-ECMWF,25.0,,,2026-05-28 19:00:00,12.0,
Glasgow,2026-05-29 08:00:00,2026-05-29,08:00:00,Source-Hourly,WindSpeed,OpenMeteo-ECMWF,27.0,,,2026-05-28 19:00:00,13.0,
Glasgow,2026-05-29 09:00:00,2026-05-29,09:00:00,Source-Hourly,WindSpeed,OpenMeteo-ECMWF,26.200000762939453,,,2026-05-28 19:00:00,14.0,
Glasgow,2026-05-29 10:00:00,2026-05-29,10:00:00,Source-Hourly,WindSpeed,OpenMeteo-ECMWF,28.200000762939453,,,2026-05-28 19:00:00,15.0,
Glasgow,2026-05-29 11:00:00,2026-05-29,11:00:00,Source-Hourly,WindSpeed,OpenMeteo-ECMWF,25.600000381469727,,,2026-05-28 19:00:00,16.0,
Glasgow,2026-05-29 12:00:00,2026-05-29,12:00:00,Source-Hourly,WindSpeed,OpenMeteo-ECMWF,23.600000381469727,,,2026-05-28 19:00:00,17.0,
Glasgow,2026-05-29 13:00:00,2026-05-29,13:00:00,Source-Hourly,WindSpeed,OpenMeteo-ECMWF,22.100000381469727,,,2026-05-28 19:00:00,18.0,
Glasgow,2026-05-29 14:00:00,2026-05-29,14:00:00,Source-Hourly,WindSpeed,OpenMeteo-ECMWF,27.0,,,2026-05-28 19:00:00,19.0,
Glasgow,2026-05-29 15:00:00,2026-05-29,15:00:00,Source-Hourly,WindSpeed,OpenMeteo-ECMWF,27.799999237060547,,,2026-05-28 19:00:00,20.0,
Glasgow,2026-05-29 16:00:00,2026-05-29,16:00:00,Source-Hourly,WindSpeed,OpenMeteo-ECMWF,26.100000381469727,,,2026-05-28 19:00:00,21.0,
Glasgow,2026-05-29 17:00:00,2026-05-29,17:00:00,Source-Hourly,WindSpeed,OpenMeteo-ECMWF,22.399999618530273,,,2026-05-28 19:00:00,22.0,
Glasgow,2026-05-29 18:00:00,2026-05-29,18:00:00,Source-Hourly,WindSpeed,OpenMeteo-ECMWF,20.200000762939453,,,2026-05-28 19:00:00,23.0,
Glasgow,2026-05-29 19:00:00,2026-05-29,19:00:00,Source-Hourly,WindSpeed,OpenMeteo-ECMWF,16.899999618530273,,,2026-05-28 19:00:00,24.0,
Glasgow,2026-05-29 20:00:00,2026-05-29,20:00:00,Source-Hourly,WindSpeed,OpenMeteo-ECMWF,13.600000381469727,,,2026-05-28 19:00:00,25.0,
Glasgow,2026-05-29 21:00:00,2026-05-29,21:00:00,Source-Hourly,WindSpeed,OpenMeteo-ECMWF,11.399999618530273,,,2026-05-28 19:00:00,26.0,
Glasgow,2026-05-29 22:00:00,2026-05-29,22:00:00,Source-Hourly,WindSpeed,OpenMeteo-ECMWF,9.600000381469727,,,2026-05-28 19:00:00,27.0,
Glasgow,2026-05-29 23:00:00,2026-05-29,23:00:00,Source-Hourly,WindSpeed,OpenMeteo-ECMWF,6.0,,,2026-05-28 19:00:00,28.0,
Glasgow,2026-05-28 19:00:00,2026-05-28,19:00:00,Source-Hourly,WindSpeed,OpenMeteo-GFSHRRR,13.600000381469727,,,2026-05-28 19:00:00,0.0,
Glasgow,2026-05-28 20:00:00,2026-05-28,20:00:00,Source-Hourly,WindSpeed,OpenMeteo-GFSHRRR,9.199999809265137,,,2026-05-28 19:00:00,1.0,
Glasgow,2026-05-28 21:00:00,2026-05-28,21:00:00,Source-Hourly,WindSpeed,OpenMeteo-GFSHRRR,9.399999618530273,,,2026-05-28 19:00:00,2.0,
Glasgow,2026-05-28 22:00:00,2026-05-28,22:00:00,Source-Hourly,WindSpeed,OpenMeteo-GFSHRRR,9.199999809265137,,,2026-05-28 19:00:00,3.0,
Glasgow,2026-05-28 23:00:00,2026-05-28,23:00:00,Source-Hourly,WindSpeed,OpenMeteo-GFSHRRR,12.199999809265137,,,2026-05-28 19:00:00,4.0,
Glasgow,2026-05-29 00:00:00,2026-05-29,00:00:00,Source-Hourly,WindSpeed,OpenMeteo-GFSHRRR,15.600000381469727,,,2026-05-28 19:00:00,5.0,
Glasgow,2026-05-29 01:00:00,2026-05-29,01:00:00,Source-Hourly,WindSpeed,OpenMeteo-GFSHRRR,18.100000381469727,,,2026-05-28 19:00:00,6.0,
Glasgow,2026-05-29 02:00:00,2026-05-29,02:00:00,Source-Hourly,WindSpeed,OpenMeteo-GFSHRRR,18.799999237060547,,,2026-05-28 19:00:00,7.0,
Glasgow,2026-05-29 03:00:00,2026-05-29,03:00:00,Source-Hourly,WindSpeed,OpenMeteo-GFSHRRR,19.399999618530273,,,2026-05-28 19:00:00,8.0,
Glasgow,2026-05-29 04:00:00,2026-05-29,04:00:00,Source-Hourly,WindSpeed,OpenMeteo-GFSHRRR,19.899999618530273,,,2026-05-28 19:00:00,9.0,
Glasgow,2026-05-29 05:00:00,2026-05-29,05:00:00,Source-Hourly,WindSpeed,OpenMeteo-GFSHRRR,18.600000381469727,,,2026-05-28 19:00:00,10.0,
Glasgow,2026-05-29 06:00:00,2026-05-29,06:00:00,Source-Hourly,WindSpeed,OpenMeteo-GFSHRRR,18.799999237060547,,,2026-05-28 19:00:00,11.0,
Glasgow,2026-05-29 07:00:00,2026-05-29,07:00:00,Source-Hourly,WindSpeed,OpenMeteo-GFSHRRR,17.600000381469727,,,2026-05-28 19:00:00,12.0,
